pair_id,phenomenon,s,s_cf,annotator_id,batch_id,human_change_0_5,confidence_1_5,fluency_s_1_5,fluency_cf_1_5,plausibility_s_1_5,plausibility_cf_1_5,changed_words,attention_check,created_at
role_000064,role_reversal,The doctor interviewed the researcher.,The researcher interviewed the doctor.,sim_1,pilot_simulated_v1,4.6,3.01,5.0,5.0,3.91,3.38,,True,simulated
role_000064,role_reversal,The doctor interviewed the researcher.,The researcher interviewed the doctor.,sim_2,pilot_simulated_v1,4.47,4.43,5.0,5.0,3.62,4.15,,True,simulated
role_000064,role_reversal,The doctor interviewed the researcher.,The researcher interviewed the doctor.,sim_3,pilot_simulated_v1,4.14,3.24,5.0,5.0,3.64,3.86,,True,simulated
role_000033,role_reversal,The coach promoted the driver.,The driver promoted the coach.,sim_1,pilot_simulated_v1,4.69,4.0,5.0,5.0,3.2,4.25,,True,simulated
role_000033,role_reversal,The coach promoted the driver.,The driver promoted the coach.,sim_2,pilot_simulated_v1,4.33,3.65,5.0,5.0,3.59,3.71,,True,simulated
role_000033,role_reversal,The coach promoted the driver.,The driver promoted the coach.,sim_3,pilot_simulated_v1,4.51,3.34,5.0,5.0,3.42,4.41,,True,simulated
role_000061,role_reversal,The passenger criticized the coach.,The coach criticized the passenger.,sim_1,pilot_simulated_v1,4.11,2.94,5.0,5.0,4.63,3.18,,True,simulated
role_000061,role_reversal,The passenger criticized the coach.,The coach criticized the passenger.,sim_2,pilot_simulated_v1,3.98,4.04,5.0,5.0,4.26,4.44,,True,simulated
role_000061,role_reversal,The passenger criticized the coach.,The coach criticized the passenger.,sim_3,pilot_simulated_v1,3.68,3.94,5.0,5.0,4.61,3.75,,True,simulated
role_000027,role_reversal,The musician thanked the teacher.,The teacher thanked the musician.,sim_1,pilot_simulated_v1,4.54,3.73,5.0,5.0,4.35,4.53,,True,simulated
role_000027,role_reversal,The musician thanked the teacher.,The teacher thanked the musician.,sim_2,pilot_simulated_v1,3.94,4.27,5.0,5.0,3.75,4.42,,True,simulated
role_000027,role_reversal,The musician thanked the teacher.,The teacher thanked the musician.,sim_3,pilot_simulated_v1,4.62,4.52,5.0,5.0,4.6,3.95,,True,simulated
attach_000006,attachment,The driver showed the guide with the map.,The driver showed the guide who had the map.,sim_1,pilot_simulated_v1,3.52,3.11,5.0,5.0,4.12,3.12,,True,simulated
attach_000006,attachment,The driver showed the guide with the map.,The driver showed the guide who had the map.,sim_2,pilot_simulated_v1,2.93,4.17,5.0,5.0,3.66,4.3,,True,simulated
attach_000006,attachment,The driver showed the guide with the map.,The driver showed the guide who had the map.,sim_3,pilot_simulated_v1,2.67,3.19,5.0,5.0,3.51,3.92,,True,simulated
role_000060,role_reversal,The musician greeted the judge.,The judge greeted the musician.,sim_1,pilot_simulated_v1,4.01,2.89,5.0,5.0,3.69,4.56,,True,simulated
role_000060,role_reversal,The musician greeted the judge.,The judge greeted the musician.,sim_2,pilot_simulated_v1,4.16,4.17,5.0,5.0,3.88,3.11,,True,simulated
role_000060,role_reversal,The musician greeted the judge.,The judge greeted the musician.,sim_3,pilot_simulated_v1,4.38,3.22,5.0,5.0,3.4,3.99,,True,simulated
neg_000041,negation,The nurse praised the lawyer.,The nurse did not praise the lawyer.,sim_1,pilot_simulated_v1,3.88,2.82,5.0,5.0,4.71,3.03,,True,simulated
neg_000041,negation,The nurse praised the lawyer.,The nurse did not praise the lawyer.,sim_2,pilot_simulated_v1,3.07,3.46,5.0,5.0,4.48,4.19,,True,simulated
neg_000041,negation,The nurse praised the lawyer.,The nurse did not praise the lawyer.,sim_3,pilot_simulated_v1,3.99,3.66,5.0,5.0,4.66,3.21,,True,simulated
neg_000058,negation,The scientist did not visit the researcher.,The scientist visited the researcher.,sim_1,pilot_simulated_v1,4.34,2.9,5.0,5.0,3.45,4.2,,True,simulated
neg_000058,negation,The scientist did not visit the researcher.,The scientist visited the researcher.,sim_2,pilot_simulated_v1,4.03,4.15,5.0,5.0,3.6,4.39,,True,simulated
neg_000058,negation,The scientist did not visit the researcher.,The scientist visited the researcher.,sim_3,pilot_simulated_v1,3.62,3.21,5.0,5.0,3.35,4.58,,True,simulated
role_000012,role_reversal,The judge promoted the engineer.,The engineer promoted the judge.,sim_1,pilot_simulated_v1,3.49,3.24,5.0,5.0,3.77,4.43,,True,simulated
role_000012,role_reversal,The judge promoted the engineer.,The engineer promoted the judge.,sim_2,pilot_simulated_v1,4.73,4.48,5.0,5.0,4.21,3.02,,True,simulated
role_000012,role_reversal,The judge promoted the engineer.,The engineer promoted the judge.,sim_3,pilot_simulated_v1,4.58,3.18,5.0,5.0,4.72,4.55,,True,simulated
attach_000079,attachment,"With the badge, the coach questioned the officer.",The coach questioned the officer who had the badge.,sim_1,pilot_simulated_v1,2.11,4.26,5.0,5.0,3.59,3.17,,True,simulated
attach_000079,attachment,"With the badge, the coach questioned the officer.",The coach questioned the officer who had the badge.,sim_2,pilot_simulated_v1,3.4,3.68,5.0,5.0,3.67,3.9,,True,simulated
attach_000079,attachment,"With the badge, the coach questioned the officer.",The coach questioned the officer who had the badge.,sim_3,pilot_simulated_v1,2.1,3.65,5.0,5.0,4.24,4.38,,True,simulated
attach_000087,attachment,The passenger noticed the teacher with the umbrella.,The passenger noticed the teacher who had the umbrella.,sim_1,pilot_simulated_v1,2.2,4.59,5.0,5.0,3.37,3.33,,True,simulated
attach_000087,attachment,The passenger noticed the teacher with the umbrella.,The passenger noticed the teacher who had the umbrella.,sim_2,pilot_simulated_v1,2.53,3.14,5.0,5.0,3.35,4.05,,True,simulated
attach_000087,attachment,The passenger noticed the teacher with the umbrella.,The passenger noticed the teacher who had the umbrella.,sim_3,pilot_simulated_v1,2.64,3.18,5.0,5.0,4.02,3.2,,True,simulated
attach_000090,attachment,The artist photographed the tourist with the camera.,The artist photographed the tourist who had the camera.,sim_1,pilot_simulated_v1,3.09,4.73,5.0,5.0,3.95,3.67,,True,simulated
attach_000090,attachment,The artist photographed the tourist with the camera.,The artist photographed the tourist who had the camera.,sim_2,pilot_simulated_v1,2.64,3.53,5.0,5.0,3.86,3.29,,True,simulated
attach_000090,attachment,The artist photographed the tourist with the camera.,The artist photographed the tourist who had the camera.,sim_3,pilot_simulated_v1,2.47,4.18,5.0,5.0,3.97,3.11,,True,simulated
neg_000004,negation,The driver did not promote the nurse.,The driver promoted the nurse.,sim_1,pilot_simulated_v1,3.03,4.48,5.0,5.0,3.76,4.33,,True,simulated
neg_000004,negation,The driver did not promote the nurse.,The driver promoted the nurse.,sim_2,pilot_simulated_v1,3.79,4.05,5.0,5.0,3.77,3.93,,True,simulated
neg_000004,negation,The driver did not promote the nurse.,The driver promoted the nurse.,sim_3,pilot_simulated_v1,3.46,3.83,5.0,5.0,4.71,3.17,,True,simulated
role_000032,role_reversal,The driver blamed the student.,The student blamed the driver.,sim_1,pilot_simulated_v1,3.74,4.61,5.0,5.0,4.68,4.3,,True,simulated
role_000032,role_reversal,The driver blamed the student.,The student blamed the driver.,sim_2,pilot_simulated_v1,4.78,3.01,5.0,5.0,4.35,3.2,,True,simulated
role_000032,role_reversal,The driver blamed the student.,The student blamed the driver.,sim_3,pilot_simulated_v1,4.76,3.59,5.0,5.0,3.98,3.83,,True,simulated
neg_000013,negation,The nurse helped the doctor.,The nurse did not help the doctor.,sim_1,pilot_simulated_v1,3.13,3.93,5.0,5.0,4.58,3.72,,True,simulated
neg_000013,negation,The nurse helped the doctor.,The nurse did not help the doctor.,sim_2,pilot_simulated_v1,3.5,3.53,5.0,5.0,3.5,3.46,,True,simulated
neg_000013,negation,The nurse helped the doctor.,The nurse did not help the doctor.,sim_3,pilot_simulated_v1,4.14,4.73,5.0,5.0,3.8,3.46,,True,simulated
attach_000025,attachment,"With the microscope, the scientist observed the scientist.",The scientist observed the scientist who had the microscope.,sim_1,pilot_simulated_v1,2.54,4.53,5.0,5.0,3.62,3.29,,True,simulated
attach_000025,attachment,"With the microscope, the scientist observed the scientist.",The scientist observed the scientist who had the microscope.,sim_2,pilot_simulated_v1,2.5,2.97,5.0,5.0,3.44,3.37,,True,simulated
attach_000025,attachment,"With the microscope, the scientist observed the scientist.",The scientist observed the scientist who had the microscope.,sim_3,pilot_simulated_v1,3.04,4.66,5.0,5.0,3.61,3.47,,True,simulated
role_000035,role_reversal,The musician blamed the writer.,The writer blamed the musician.,sim_1,pilot_simulated_v1,4.34,2.86,5.0,5.0,3.34,3.92,,True,simulated
role_000035,role_reversal,The musician blamed the writer.,The writer blamed the musician.,sim_2,pilot_simulated_v1,4.14,3.5,5.0,5.0,3.86,3.03,,True,simulated
role_000035,role_reversal,The musician blamed the writer.,The writer blamed the musician.,sim_3,pilot_simulated_v1,3.82,3.15,5.0,5.0,3.58,3.11,,True,simulated
neg_000054,negation,The manager did not call the doctor.,The manager called the doctor.,sim_1,pilot_simulated_v1,4.11,2.83,5.0,5.0,3.86,3.28,,True,simulated
neg_000054,negation,The manager did not call the doctor.,The manager called the doctor.,sim_2,pilot_simulated_v1,3.13,4.32,5.0,5.0,4.74,4.54,,True,simulated
neg_000054,negation,The manager did not call the doctor.,The manager called the doctor.,sim_3,pilot_simulated_v1,3.33,3.88,5.0,5.0,3.89,3.13,,True,simulated
attach_000070,attachment,"With the microscope, the journalist observed the scientist.",The journalist observed the scientist who had the microscope.,sim_1,pilot_simulated_v1,2.68,4.02,5.0,5.0,3.84,4.26,,True,simulated
attach_000070,attachment,"With the microscope, the journalist observed the scientist.",The journalist observed the scientist who had the microscope.,sim_2,pilot_simulated_v1,2.71,3.39,5.0,5.0,4.63,3.91,,True,simulated
attach_000070,attachment,"With the microscope, the journalist observed the scientist.",The journalist observed the scientist who had the microscope.,sim_3,pilot_simulated_v1,2.41,4.61,5.0,5.0,3.97,3.96,,True,simulated
role_000090,role_reversal,The musician contacted the journalist.,The journalist contacted the musician.,sim_1,pilot_simulated_v1,4.15,4.52,5.0,5.0,4.37,3.71,,True,simulated
role_000090,role_reversal,The musician contacted the journalist.,The journalist contacted the musician.,sim_2,pilot_simulated_v1,3.98,4.34,5.0,5.0,4.54,3.96,,True,simulated
role_000090,role_reversal,The musician contacted the journalist.,The journalist contacted the musician.,sim_3,pilot_simulated_v1,4.8,3.86,5.0,5.0,3.86,3.51,,True,simulated
role_000049,role_reversal,The driver greeted the scientist.,The scientist greeted the driver.,sim_1,pilot_simulated_v1,3.83,3.11,5.0,5.0,4.68,3.88,,True,simulated
role_000049,role_reversal,The driver greeted the scientist.,The scientist greeted the driver.,sim_2,pilot_simulated_v1,3.53,3.22,5.0,5.0,3.88,4.29,,True,simulated
role_000049,role_reversal,The driver greeted the scientist.,The scientist greeted the driver.,sim_3,pilot_simulated_v1,4.77,4.32,5.0,5.0,3.67,3.68,,True,simulated
neg_000043,negation,The artist praised the researcher.,The artist did not praise the researcher.,sim_1,pilot_simulated_v1,4.32,3.58,5.0,5.0,4.24,3.08,,True,simulated
neg_000043,negation,The artist praised the researcher.,The artist did not praise the researcher.,sim_2,pilot_simulated_v1,3.57,3.81,5.0,5.0,4.66,4.54,,True,simulated
neg_000043,negation,The artist praised the researcher.,The artist did not praise the researcher.,sim_3,pilot_simulated_v1,4.0,3.46,5.0,5.0,4.6,4.46,,True,simulated
attach_000007,attachment,"With the notebook, the chef met the student.",The chef met the student who had the notebook.,sim_1,pilot_simulated_v1,2.12,3.65,5.0,5.0,4.08,3.49,,True,simulated
attach_000007,attachment,"With the notebook, the chef met the student.",The chef met the student who had the notebook.,sim_2,pilot_simulated_v1,2.39,4.37,5.0,5.0,3.54,3.89,,True,simulated
attach_000007,attachment,"With the notebook, the chef met the student.",The chef met the student who had the notebook.,sim_3,pilot_simulated_v1,2.03,3.72,5.0,5.0,4.74,3.01,,True,simulated
role_000066,role_reversal,The passenger called the lawyer.,The lawyer called the passenger.,sim_1,pilot_simulated_v1,3.57,4.6,5.0,5.0,4.66,3.81,,True,simulated
role_000066,role_reversal,The passenger called the lawyer.,The lawyer called the passenger.,sim_2,pilot_simulated_v1,3.87,3.4,5.0,5.0,4.37,3.93,,True,simulated
role_000066,role_reversal,The passenger called the lawyer.,The lawyer called the passenger.,sim_3,pilot_simulated_v1,4.11,4.18,5.0,5.0,3.36,3.62,,True,simulated
role_000075,role_reversal,The musician called the engineer.,The engineer called the musician.,sim_1,pilot_simulated_v1,4.81,4.62,5.0,5.0,3.98,4.25,,True,simulated
role_000075,role_reversal,The musician called the engineer.,The engineer called the musician.,sim_2,pilot_simulated_v1,4.82,3.84,5.0,5.0,3.43,3.17,,True,simulated
role_000075,role_reversal,The musician called the engineer.,The engineer called the musician.,sim_3,pilot_simulated_v1,4.47,3.48,5.0,5.0,4.04,3.07,,True,simulated
neg_000047,negation,The journalist visited the doctor.,The journalist did not visit the doctor.,sim_1,pilot_simulated_v1,4.32,3.36,5.0,5.0,4.21,4.0,,True,simulated
neg_000047,negation,The journalist visited the doctor.,The journalist did not visit the doctor.,sim_2,pilot_simulated_v1,3.37,3.22,5.0,5.0,4.1,3.52,,True,simulated
neg_000047,negation,The journalist visited the doctor.,The journalist did not visit the doctor.,sim_3,pilot_simulated_v1,2.92,3.15,5.0,5.0,3.26,4.44,,True,simulated
role_000076,role_reversal,The scientist contacted the researcher.,The researcher contacted the scientist.,sim_1,pilot_simulated_v1,3.72,4.64,5.0,5.0,4.19,4.53,,True,simulated
role_000076,role_reversal,The scientist contacted the researcher.,The researcher contacted the scientist.,sim_2,pilot_simulated_v1,4.15,3.31,5.0,5.0,3.33,3.99,,True,simulated
role_000076,role_reversal,The scientist contacted the researcher.,The researcher contacted the scientist.,sim_3,pilot_simulated_v1,4.51,4.16,5.0,5.0,4.66,3.16,,True,simulated
role_000072,role_reversal,The passenger greeted the researcher.,The researcher greeted the passenger.,sim_1,pilot_simulated_v1,4.43,4.21,5.0,5.0,4.71,3.4,,True,simulated
role_000072,role_reversal,The passenger greeted the researcher.,The researcher greeted the passenger.,sim_2,pilot_simulated_v1,4.89,2.85,5.0,5.0,4.14,3.52,,True,simulated
role_000072,role_reversal,The passenger greeted the researcher.,The researcher greeted the passenger.,sim_3,pilot_simulated_v1,4.23,3.15,5.0,5.0,3.82,3.56,,True,simulated
neg_000062,negation,The artist did not admire the musician.,The artist admired the musician.,sim_1,pilot_simulated_v1,3.54,3.61,5.0,5.0,3.55,3.27,,True,simulated
neg_000062,negation,The artist did not admire the musician.,The artist admired the musician.,sim_2,pilot_simulated_v1,3.55,4.78,5.0,5.0,4.56,3.24,,True,simulated
neg_000062,negation,The artist did not admire the musician.,The artist admired the musician.,sim_3,pilot_simulated_v1,3.81,3.09,5.0,5.0,3.72,4.59,,True,simulated
role_000095,role_reversal,The chef visited the nurse.,The nurse visited the chef.,sim_1,pilot_simulated_v1,3.94,3.0,5.0,5.0,4.1,3.94,,True,simulated
role_000095,role_reversal,The chef visited the nurse.,The nurse visited the chef.,sim_2,pilot_simulated_v1,4.22,4.69,5.0,5.0,4.02,3.58,,True,simulated
role_000095,role_reversal,The chef visited the nurse.,The nurse visited the chef.,sim_3,pilot_simulated_v1,3.73,3.96,5.0,5.0,4.39,3.81,,True,simulated
attach_000003,attachment,The coach checked the driver with the flashlight.,The coach checked the driver who had the flashlight.,sim_1,pilot_simulated_v1,2.62,3.3,5.0,5.0,4.55,4.59,,True,simulated
attach_000003,attachment,The coach checked the driver with the flashlight.,The coach checked the driver who had the flashlight.,sim_2,pilot_simulated_v1,2.94,4.22,5.0,5.0,3.72,3.25,,True,simulated
attach_000003,attachment,The coach checked the driver with the flashlight.,The coach checked the driver who had the flashlight.,sim_3,pilot_simulated_v1,2.09,4.03,5.0,5.0,4.67,4.1,,True,simulated
neg_000096,negation,The lawyer did not support the engineer.,The lawyer supported the engineer.,sim_1,pilot_simulated_v1,3.88,4.52,5.0,5.0,3.86,3.69,,True,simulated
neg_000096,negation,The lawyer did not support the engineer.,The lawyer supported the engineer.,sim_2,pilot_simulated_v1,3.22,4.46,5.0,5.0,4.3,3.84,,True,simulated
neg_000096,negation,The lawyer did not support the engineer.,The lawyer supported the engineer.,sim_3,pilot_simulated_v1,4.05,4.63,5.0,5.0,3.27,3.35,,True,simulated
neg_000097,negation,The teacher visited the lawyer.,The teacher did not visit the lawyer.,sim_1,pilot_simulated_v1,3.55,4.23,5.0,5.0,3.59,3.71,,True,simulated
neg_000097,negation,The teacher visited the lawyer.,The teacher did not visit the lawyer.,sim_2,pilot_simulated_v1,3.86,3.39,5.0,5.0,4.27,3.1,,True,simulated
neg_000097,negation,The teacher visited the lawyer.,The teacher did not visit the lawyer.,sim_3,pilot_simulated_v1,3.46,4.08,5.0,5.0,4.58,3.82,,True,simulated
neg_000016,negation,The coach did not promote the writer.,The coach promoted the writer.,sim_1,pilot_simulated_v1,3.86,4.13,5.0,5.0,4.24,3.72,,True,simulated
neg_000016,negation,The coach did not promote the writer.,The coach promoted the writer.,sim_2,pilot_simulated_v1,3.31,3.06,5.0,5.0,4.62,4.24,,True,simulated
neg_000016,negation,The coach did not promote the writer.,The coach promoted the writer.,sim_3,pilot_simulated_v1,3.84,4.31,5.0,5.0,3.7,3.28,,True,simulated
attach_000074,attachment,The athlete saw the man with the telescope.,"With the telescope, the athlete saw the man.",sim_1,pilot_simulated_v1,2.85,3.74,5.0,5.0,4.24,4.4,,True,simulated
attach_000074,attachment,The athlete saw the man with the telescope.,"With the telescope, the athlete saw the man.",sim_2,pilot_simulated_v1,2.63,3.55,5.0,5.0,4.33,4.41,,True,simulated
attach_000074,attachment,The athlete saw the man with the telescope.,"With the telescope, the athlete saw the man.",sim_3,pilot_simulated_v1,2.91,3.99,5.0,5.0,4.63,4.47,,True,simulated
neg_000087,negation,The chef interviewed the writer.,The chef did not interview the writer.,sim_1,pilot_simulated_v1,2.87,4.75,5.0,5.0,3.35,3.88,,True,simulated
neg_000087,negation,The chef interviewed the writer.,The chef did not interview the writer.,sim_2,pilot_simulated_v1,3.6,4.76,5.0,5.0,3.57,3.07,,True,simulated
neg_000087,negation,The chef interviewed the writer.,The chef did not interview the writer.,sim_3,pilot_simulated_v1,4.33,3.71,5.0,5.0,3.93,3.68,,True,simulated
neg_000042,negation,The journalist did not interview the passenger.,The journalist interviewed the passenger.,sim_1,pilot_simulated_v1,3.24,2.86,5.0,5.0,4.09,3.35,,True,simulated
neg_000042,negation,The journalist did not interview the passenger.,The journalist interviewed the passenger.,sim_2,pilot_simulated_v1,3.6,4.79,5.0,5.0,4.77,3.49,,True,simulated
neg_000042,negation,The journalist did not interview the passenger.,The journalist interviewed the passenger.,sim_3,pilot_simulated_v1,3.34,3.04,5.0,5.0,4.17,3.29,,True,simulated
neg_000026,negation,The researcher did not visit the journalist.,The researcher visited the journalist.,sim_1,pilot_simulated_v1,3.0,4.63,5.0,5.0,4.09,4.42,,True,simulated
neg_000026,negation,The researcher did not visit the journalist.,The researcher visited the journalist.,sim_2,pilot_simulated_v1,3.14,3.15,5.0,5.0,4.12,4.11,,True,simulated
neg_000026,negation,The researcher did not visit the journalist.,The researcher visited the journalist.,sim_3,pilot_simulated_v1,3.09,3.8,5.0,5.0,4.1,3.8,,True,simulated
role_000025,role_reversal,The journalist greeted the judge.,The judge greeted the journalist.,sim_1,pilot_simulated_v1,3.9,3.69,5.0,5.0,3.38,3.16,,True,simulated
role_000025,role_reversal,The journalist greeted the judge.,The judge greeted the journalist.,sim_2,pilot_simulated_v1,3.49,4.47,5.0,5.0,3.6,4.08,,True,simulated
role_000025,role_reversal,The journalist greeted the judge.,The judge greeted the journalist.,sim_3,pilot_simulated_v1,3.58,4.57,5.0,5.0,3.25,4.29,,True,simulated
attach_000076,attachment,"With the telescope, the lawyer saw the man.",The lawyer saw the man who had the telescope.,sim_1,pilot_simulated_v1,2.85,4.62,5.0,5.0,4.62,3.02,,True,simulated
attach_000076,attachment,"With the telescope, the lawyer saw the man.",The lawyer saw the man who had the telescope.,sim_2,pilot_simulated_v1,2.08,3.3,5.0,5.0,3.27,4.38,,True,simulated
attach_000076,attachment,"With the telescope, the lawyer saw the man.",The lawyer saw the man who had the telescope.,sim_3,pilot_simulated_v1,2.23,4.15,5.0,5.0,4.71,4.12,,True,simulated
role_000092,role_reversal,The passenger thanked the driver.,The driver thanked the passenger.,sim_1,pilot_simulated_v1,4.99,4.1,5.0,5.0,3.82,4.56,,True,simulated
role_000092,role_reversal,The passenger thanked the driver.,The driver thanked the passenger.,sim_2,pilot_simulated_v1,3.75,3.91,5.0,5.0,3.86,3.87,,True,simulated
role_000092,role_reversal,The passenger thanked the driver.,The driver thanked the passenger.,sim_3,pilot_simulated_v1,3.88,4.72,5.0,5.0,4.79,4.12,,True,simulated
attach_000032,attachment,The passenger questioned the officer with the badge.,"With the badge, the passenger questioned the officer.",sim_1,pilot_simulated_v1,2.8,4.7,5.0,5.0,4.72,3.08,,True,simulated
attach_000032,attachment,The passenger questioned the officer with the badge.,"With the badge, the passenger questioned the officer.",sim_2,pilot_simulated_v1,3.42,3.02,5.0,5.0,3.35,3.4,,True,simulated
attach_000032,attachment,The passenger questioned the officer with the badge.,"With the badge, the passenger questioned the officer.",sim_3,pilot_simulated_v1,2.59,3.77,5.0,5.0,4.73,3.24,,True,simulated
neg_000060,negation,The artist did not admire the scientist.,The artist admired the scientist.,sim_1,pilot_simulated_v1,3.83,3.81,5.0,5.0,3.4,4.59,,True,simulated
neg_000060,negation,The artist did not admire the scientist.,The artist admired the scientist.,sim_2,pilot_simulated_v1,4.27,3.49,5.0,5.0,4.59,3.72,,True,simulated
neg_000060,negation,The artist did not admire the scientist.,The artist admired the scientist.,sim_3,pilot_simulated_v1,3.88,4.66,5.0,5.0,4.22,3.58,,True,simulated
neg_000089,negation,The waiter supported the passenger.,The waiter did not support the passenger.,sim_1,pilot_simulated_v1,2.88,3.73,5.0,5.0,4.13,3.44,,True,simulated
neg_000089,negation,The waiter supported the passenger.,The waiter did not support the passenger.,sim_2,pilot_simulated_v1,3.72,2.83,5.0,5.0,3.6,3.77,,True,simulated
neg_000089,negation,The waiter supported the passenger.,The waiter did not support the passenger.,sim_3,pilot_simulated_v1,3.57,4.21,5.0,5.0,3.57,3.45,,True,simulated
role_000093,role_reversal,The musician promoted the waiter.,The waiter promoted the musician.,sim_1,pilot_simulated_v1,4.57,3.37,5.0,5.0,3.44,4.0,,True,simulated
role_000093,role_reversal,The musician promoted the waiter.,The waiter promoted the musician.,sim_2,pilot_simulated_v1,3.96,3.98,5.0,5.0,4.75,4.55,,True,simulated
role_000093,role_reversal,The musician promoted the waiter.,The waiter promoted the musician.,sim_3,pilot_simulated_v1,4.67,4.75,5.0,5.0,4.47,3.58,,True,simulated
attach_000014,attachment,The lawyer saw the man with the telescope.,"With the telescope, the lawyer saw the man.",sim_1,pilot_simulated_v1,3.49,3.05,5.0,5.0,3.53,3.81,,True,simulated
attach_000014,attachment,The lawyer saw the man with the telescope.,"With the telescope, the lawyer saw the man.",sim_2,pilot_simulated_v1,2.2,4.01,5.0,5.0,4.07,3.33,,True,simulated
attach_000014,attachment,The lawyer saw the man with the telescope.,"With the telescope, the lawyer saw the man.",sim_3,pilot_simulated_v1,3.19,2.97,5.0,5.0,3.98,3.44,,True,simulated
